level,cell_type,number_of_cells,ds
Level_2,Upper-layer intratelencephalic,16498,14_Siletti_CerebralCortex.SMG_Human_2022
Level_2,Deep-layer corticothalamic and 6b,717,14_Siletti_CerebralCortex.SMG_Human_2022
Level_2,Deep-layer near-projecting,458,14_Siletti_CerebralCortex.SMG_Human_2022
Level_2,Amygdala excitatory,1,14_Siletti_CerebralCortex.SMG_Human_2022
Level_2,Splatter,50,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Upper-layer intratelencephalic,16319,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Miscellaneous,150,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Deep-layer intratelencephalic,6962,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Deep-layer near-projecting,530,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1470,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Medium spiny neuron,1,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Eccentric medium spiny neuron,2,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,CGE interneuron,3872,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,MGE interneuron,5331,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,633,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Astrocyte,1157,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Oligodendrocyte precursor,530,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Committed oligodendrocyte precursor,11,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Oligodendrocyte,1498,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Fibroblast,24,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Vascular,40,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,Microglia,357,15_Siletti_CerebralCortex.Ig_Human_2022
Level_2,MGE interneuron,6385,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Splatter,40,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,782,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,CGE interneuron,5026,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Upper-layer intratelencephalic,15616,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Miscellaneous,130,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Deep-layer intratelencephalic,5686,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1460,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Deep-layer near-projecting,559,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Eccentric medium spiny neuron,2,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Microglia,204,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Vascular,45,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Fibroblast,11,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Committed oligodendrocyte precursor,22,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Oligodendrocyte precursor,359,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Astrocyte,829,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Oligodendrocyte,1085,16_Siletti_CerebralCortex.IFG.A44-A45_Human_2022
Level_2,Splatter,63,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Deep-layer intratelencephalic,6218,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Upper-layer intratelencephalic,14219,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Miscellaneous,174,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1792,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Deep-layer near-projecting,658,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Amygdala excitatory,1,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,CGE interneuron,4880,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,979,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,MGE interneuron,6465,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Oligodendrocyte,1501,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Committed oligodendrocyte precursor,8,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Oligodendrocyte precursor,194,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Astrocyte,657,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Fibroblast,10,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Vascular,27,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Microglia,328,17_Siletti_CerebralCortex.PoCG.S1C_Human_2022
Level_2,Upper-layer intratelencephalic,11937,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Deep-layer intratelencephalic,7193,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Hippocampal CA1-3,1,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Amygdala excitatory,107,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Miscellaneous,384,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1988,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Splatter,104,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Medium spiny neuron,32,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Eccentric medium spiny neuron,12,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,1020,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,CGE interneuron,4600,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,MGE interneuron,6704,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Deep-layer near-projecting,909,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Committed oligodendrocyte precursor,23,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Oligodendrocyte,804,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Oligodendrocyte precursor,732,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Astrocyte,713,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Vascular,21,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Fibroblast,9,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Microglia,360,18_Siletti_CerebralCortex.SCG.A25_Human_2022
Level_2,Splatter,59,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Upper rhombic lip,1,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Deep-layer near-projecting,554,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1471,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Miscellaneous,217,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Amygdala excitatory,6,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Upper-layer intratelencephalic,13429,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Deep-layer intratelencephalic,6649,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Medium spiny neuron,1,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,MGE interneuron,5650,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,784,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,CGE interneuron,5610,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Committed oligodendrocyte precursor,32,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Oligodendrocyte precursor,635,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Oligodendrocyte,1224,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Astrocyte,819,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Fibroblast,35,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Vascular,10,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Microglia,410,19_Siletti_CerebralCortex.TP.A38_Human_2022
Level_2,Amygdala excitatory,9044,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Deep-layer corticothalamic and 6b,921,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Miscellaneous,268,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Deep-layer intratelencephalic,5880,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Upper-layer intratelencephalic,3906,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Splatter,835,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Medium spiny neuron,528,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Eccentric medium spiny neuron,946,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Deep-layer near-projecting,126,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Hippocampal CA1-3,1,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Thalamic excitatory,1,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,CGE interneuron,5303,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,1182,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,MGE interneuron,3214,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Oligodendrocyte,1962,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Committed oligodendrocyte precursor,81,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Oligodendrocyte precursor,852,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Astrocyte,1201,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Fibroblast,46,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Vascular,81,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Microglia,532,20_Siletti_CerebralCortex.Pir_Human_2022
Level_2,Splatter,40,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,CGE interneuron,4319,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Miscellaneous,102,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,648,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,MGE interneuron,5853,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1800,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Deep-layer near-projecting,589,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Deep-layer intratelencephalic,5609,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Upper-layer intratelencephalic,14013,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Microglia,118,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Astrocyte,759,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Fibroblast,18,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Vascular,17,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Committed oligodendrocyte precursor,14,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Oligodendrocyte,1147,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Oligodendrocyte precursor,303,21_Siletti_CerebralCortex.CgGC.A23_Human_2022
Level_2,Deep-layer intratelencephalic,4430,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Eccentric medium spiny neuron,1,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Deep-layer near-projecting,354,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Deep-layer corticothalamic and 6b,999,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Upper-layer intratelencephalic,16185,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Miscellaneous,42,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Splatter,18,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,MGE interneuron,5629,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,CGE interneuron,4242,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,627,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Choroid plexus,1,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Oligodendrocyte,1523,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Oligodendrocyte precursor,276,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Committed oligodendrocyte precursor,7,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Astrocyte,667,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Vascular,18,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Fibroblast,5,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Microglia,261,22_Siletti_CerebralCortex.SPL.A5-A7_Human_2022
Level_2,Splatter,190,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,CGE interneuron,4680,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,1198,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,MGE interneuron,5771,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Miscellaneous,521,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Amygdala excitatory,34,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Deep-layer intratelencephalic,6628,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Upper-layer intratelencephalic,9814,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Deep-layer corticothalamic and 6b,2866,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Deep-layer near-projecting,772,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Eccentric medium spiny neuron,71,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Medium spiny neuron,60,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Committed oligodendrocyte precursor,24,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Oligodendrocyte,666,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Oligodendrocyte precursor,580,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Astrocyte,622,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Fibroblast,39,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Vascular,66,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Microglia,341,23_Siletti_CerebralCortex.FI_Human_2022
Level_2,Miscellaneous,118,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Microglia,158,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Vascular,18,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Fibroblast,15,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Oligodendrocyte,998,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Oligodendrocyte precursor,331,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Committed oligodendrocyte precursor,10,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Astrocyte,749,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Splatter,47,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,723,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,MGE interneuron,5360,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,CGE interneuron,4259,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Eccentric medium spiny neuron,10,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1647,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Deep-layer intratelencephalic,6264,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Upper-layer intratelencephalic,13777,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Medium spiny neuron,1,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Deep-layer near-projecting,419,24_Siletti_CerebralCortex.POrG.A13_Human_2022
Level_2,Upper rhombic lip,1,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Splatter,66,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,MGE interneuron,7673,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,829,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,CGE interneuron,6627,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Hippocampal CA4,22,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Hippocampal CA1-3,58,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Deep-layer intratelencephalic,2894,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Miscellaneous,510,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Upper-layer intratelencephalic,10565,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Deep-layer corticothalamic and 6b,2125,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Deep-layer near-projecting,270,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Committed oligodendrocyte precursor,5,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Oligodendrocyte,1483,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Oligodendrocyte precursor,234,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Astrocyte,637,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Fibroblast,11,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Vascular,11,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Microglia,46,25_Siletti_CerebralCortex.CgGrs.A29-A30_Human_2022
Level_2,Deep-layer intratelencephalic,3747,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Miscellaneous,45,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Upper-layer intratelencephalic,18997,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1344,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Deep-layer near-projecting,240,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Splatter,16,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,360,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,CGE interneuron,2183,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,MGE interneuron,3677,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Committed oligodendrocyte precursor,14,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Oligodendrocyte precursor,365,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Oligodendrocyte,1361,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Fibroblast,7,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Vascular,33,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Astrocyte,847,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Microglia,245,26_Siletti_CerebralCortex.LiG.V1C_Human_2022
Level_2,Splatter,31,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Amygdala excitatory,1,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,CGE interneuron,3729,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,MGE interneuron,4797,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,699,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Deep-layer near-projecting,403,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1439,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Deep-layer intratelencephalic,5459,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Upper-layer intratelencephalic,13569,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Miscellaneous,44,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Medium spiny neuron,1,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Eccentric medium spiny neuron,3,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Hippocampal dentate gyrus,1,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Committed oligodendrocyte precursor,2,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Oligodendrocyte precursor,264,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Oligodendrocyte,1300,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Astrocyte,666,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Fibroblast,34,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Vascular,30,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Microglia,311,27_Siletti_CerebralCortex.TTG.A1C_Human_2022
Level_2,Amygdala excitatory,7493,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Upper-layer intratelencephalic,3775,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Deep-layer intratelencephalic,4059,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Deep-layer corticothalamic and 6b,2186,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Deep-layer near-projecting,77,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Eccentric medium spiny neuron,14,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Miscellaneous,849,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Upper rhombic lip,2,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Splatter,195,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,CGE interneuron,5908,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,1303,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,MGE interneuron,3993,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Oligodendrocyte,1185,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Committed oligodendrocyte precursor,23,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Oligodendrocyte precursor,452,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Astrocyte,820,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Fibroblast,35,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Vascular,17,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Microglia,344,28_Siletti_CerebralCortex.AG.LEC_Human_2022
Level_2,Miscellaneous,31,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Deep-layer intratelencephalic,4362,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Upper-layer intratelencephalic,15662,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Deep-layer corticothalamic and 6b,860,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Deep-layer near-projecting,370,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Cerebellar inhibitory,1,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Splatter,14,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,CGE interneuron,3559,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,536,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,MGE interneuron,4252,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Committed oligodendrocyte precursor,8,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Oligodendrocyte,1367,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Oligodendrocyte precursor,391,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Vascular,46,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Fibroblast,32,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Microglia,235,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Astrocyte,903,29_Siletti_CerebralCortex.V2_Human_2022
Level_2,Oligodendrocyte,1742,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Committed oligodendrocyte precursor,18,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Oligodendrocyte precursor,506,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Astrocyte,783,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Fibroblast,27,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Vascular,24,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Microglia,550,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Miscellaneous,641,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Splatter,80,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,CGE interneuron,3695,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,LAMP5-LHX6 and Chandelier,773,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,MGE interneuron,5230,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Eccentric medium spiny neuron,6,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Medium spiny neuron,1,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Deep-layer near-projecting,869,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Deep-layer corticothalamic and 6b,2486,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Upper-layer intratelencephalic,8611,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Deep-layer intratelencephalic,5931,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Amygdala excitatory,34,30_Siletti_CerebralCortex.ACC_Human_2022
Level_2,Miscellaneous,70,31_Siletti_CerebralCortex.FuGt.TF_Human_2022
Level_2,Deep-layer near-projecting,565,31_Siletti_CerebralCortex.FuGt.TF_Human_2022
Level_2,Deep-layer corticothalamic and 6b,1030,31_Siletti_CerebralCortex.FuGt.TF_Human_2022
Level_2,Deep-layer intratelencephalic,5387,31_Siletti_CerebralCortex.FuGt.TF_Human_2022
Level_2,Upper-layer intratelencephalic,12303,31_Siletti_CerebralCortex.FuGt.TF_Human_2022
Level_2,Lower rhombic lip,3,31_Siletti_CerebralCortex.FuGt.TF_Human_2022
